user_id,screen_name,log_time
user_74,C,2024-01-01 00:05:00
user_74,D,2024-01-01 00:08:00
user_74,E,2024-01-01 00:11:00
user_75,A,2024-01-01 00:00:00
user_76,A,2024-01-01 00:00:00
user_77,A,2024-01-01 00:00:00
user_77,B,2024-01-01 00:02:00
user_78,A,2024-01-01 00:00:00
user_78,B,2024-01-01 00:01:00
user_79,A,2024-01-01 00:00:00
user_79,B,2024-01-01 00:01:00
user_80,A,2024-01-01 00:00:00
user_81,A,2024-01-01 00:00:00
user_81,B,2024-01-01 00:02:00
user_82,A,2024-01-01 00:00:00
user_82,B,2024-01-01 00:01:00
user_83,A,2024-01-01 00:00:00
user_83,B,2024-01-01 00:03:00
user_84,A,2024-01-01 00:00:00
user_84,B,2024-01-01 00:02:00
user_84,C,2024-01-01 00:03:00
user_84,D,2024-01-01 00:05:00
user_85,A,2024-01-01 00:00:00
user_85,B,2024-01-01 00:01:00
user_85,C,2024-01-01 00:03:00
user_85,D,2024-01-01 00:05:00
user_85,E,2024-01-01 00:07:00
user_86,A,2024-01-01 00:00:00
user_86,B,2024-01-01 00:01:00
user_87,A,2024-01-01 00:00:00
user_87,B,2024-01-01 00:03:00
user_88,A,2024-01-01 00:00:00
user_88,B,2024-01-01 00:03:00
user_88,C,2024-01-01 00:06:00
user_88,D,2024-01-01 00:07:00
user_88,E,2024-01-01 00:08:00
user_88,F,2024-01-01 00:10:00
user_89,A,2024-01-01 00:00:00
user_90,A,2024-01-01 00:00:00
user_90,B,2024-01-01 00:02:00
user_91,A,2024-01-01 00:00:00
user_92,A,2024-01-01 00:00:00
user_92,B,2024-01-01 00:02:00
user_93,A,2024-01-01 00:00:00
user_93,B,2024-01-01 00:02:00
user_94,A,2024-01-01 00:00:00
user_95,A,2024-01-01 00:00:00
user_95,B,2024-01-01 00:02:00
user_96,A,2024-01-01 00:00:00
user_96,B,2024-01-01 00:01:00
user_97,A,2024-01-01 00:00:00
user_97,B,2024-01-01 00:03:00
user_98,A,2024-01-01 00:00:00
user_99,A,2024-01-01 00:00:00
user_99,B,2024-01-01 00:02:00
user_100,A,2024-01-01 00:00:00
user_100,B,2024-01-01 00:01:00
user_101,A,2024-01-01 00:00:00
user_102,A,2024-01-01 00:00:00
user_102,B,2024-01-01 00:01:00
user_103,A,2024-01-01 00:00:00
user_103,B,2024-01-01 00:01:00
user_103,C,2024-01-01 00:04:00
user_103,D,2024-01-01 00:05:00
user_103,E,2024-01-01 00:08:00
user_103,F,2024-01-01 00:10:00
user_104,A,2024-01-01 00:00:00
user_104,B,2024-01-01 00:02:00
user_105,A,2024-01-01 00:00:00
user_105,B,2024-01-01 00:03:00
user_105,C,2024-01-01 00:05:00
user_105,D,2024-01-01 00:06:00
user_106,A,2024-01-01 00:00:00
user_106,B,2024-01-01 00:01:00
user_107,A,2024-01-01 00:00:00
user_107,B,2024-01-01 00:02:00
user_108,A,2024-01-01 00:00:00
user_108,B,2024-01-01 00:03:00
user_109,A,2024-01-01 00:00:00
user_109,B,2024-01-01 00:02:00
user_109,C,2024-01-01 00:05:00
user_110,A,2024-01-01 00:00:00
user_111,A,2024-01-01 00:00:00
user_111,B,2024-01-01 00:01:00
user_112,A,2024-01-01 00:00:00
user_112,B,2024-01-01 00:02:00
user_113,A,2024-01-01 00:00:00
user_113,B,2024-01-01 00:01:00
user_114,A,2024-01-01 00:00:00
user_115,A,2024-01-01 00:00:00
user_115,B,2024-01-01 00:01:00
user_116,A,2024-01-01 00:00:00
user_116,B,2024-01-01 00:03:00
user_117,A,2024-01-01 00:00:00
user_117,B,2024-01-01 00:03:00
user_118,A,2024-01-01 00:00:00
user_118,B,2024-01-01 00:01:00
user_118,C,2024-01-01 00:02:00
user_118,D,2024-01-01 00:03:00
user_118,E,2024-01-01 00:06:00
user_119,A,2024-01-01 00:00:00
user_119,B,2024-01-01 00:01:00
user_120,A,2024-01-01 00:00:00
user_120,B,2024-01-01 00:03:00
user_120,C,2024-01-01 00:06:00
user_120,D,2024-01-01 00:09:00
user_120,E,2024-01-01 00:12:00
user_120,F,2024-01-01 00:14:00
user_121,A,2024-01-01 00:00:00
user_122,A,2024-01-01 00:00:00
user_123,A,2024-01-01 00:00:00
user_124,A,2024-01-01 00:00:00
user_124,B,2024-01-01 00:02:00
user_125,A,2024-01-01 00:00:00
user_126,A,2024-01-01 00:00:00
user_126,B,2024-01-01 00:01:00
user_126,C,2024-01-01 00:04:00
user_126,D,2024-01-01 00:05:00
user_126,E,2024-01-01 00:06:00
user_127,A,2024-01-01 00:00:00
user_128,A,2024-01-01 00:00:00
user_128,B,2024-01-01 00:02:00
user_129,A,2024-01-01 00:00:00
user_129,B,2024-01-01 00:02:00
user_130,A,2024-01-01 00:00:00
user_130,B,2024-01-01 00:03:00
user_130,C,2024-01-01 00:06:00
user_130,D,2024-01-01 00:08:00
user_130,E,2024-01-01 00:10:00
user_131,A,2024-01-01 00:00:00
user_131,B,2024-01-01 00:03:00
user_132,A,2024-01-01 00:00:00
user_132,B,2024-01-01 00:01:00
user_132,C,2024-01-01 00:02:00
user_132,D,2024-01-01 00:03:00
user_132,E,2024-01-01 00:04:00
user_132,F,2024-01-01 00:06:00
user_133,A,2024-01-01 00:00:00
user_134,A,2024-01-01 00:00:00
user_135,A,2024-01-01 00:00:00
user_135,B,2024-01-01 00:03:00
user_136,A,2024-01-01 00:00:00
user_136,B,2024-01-01 00:03:00
user_137,A,2024-01-01 00:00:00
user_137,B,2024-01-01 00:03:00
user_138,A,2024-01-01 00:00:00
user_138,B,2024-01-01 00:01:00
user_138,C,2024-01-01 00:04:00
user_138,D,2024-01-01 00:05:00
user_138,E,2024-01-01 00:08:00
user_139,A,2024-01-01 00:00:00
user_139,B,2024-01-01 00:02:00
user_140,A,2024-01-01 00:00:00
user_141,A,2024-01-01 00:00:00
user_141,B,2024-01-01 00:01:00
user_141,C,2024-01-01 00:03:00
user_141,D,2024-01-01 00:05:00
user_141,E,2024-01-01 00:06:00
user_142,A,2024-01-01 00:00:00
user_143,A,2024-01-01 00:00:00
user_143,B,2024-01-01 00:01:00
user_143,C,2024-01-01 00:02:00
user_143,D,2024-01-01 00:03:00
user_143,E,2024-01-01 00:06:00
user_144,A,2024-01-01 00:00:00
user_145,A,2024-01-01 00:00:00
user_145,B,2024-01-01 00:03:00
user_146,A,2024-01-01 00:00:00
user_146,B,2024-01-01 00:02:00
user_147,A,2024-01-01 00:00:00
user_147,B,2024-01-01 00:03:00
user_148,A,2024-01-01 00:00:00
user_148,B,2024-01-01 00:02:00
user_149,A,2024-01-01 00:00:00
user_149,B,2024-01-01 00:01:00
user_150,A,2024-01-01 00:00:00
user_150,B,2024-01-01 00:03:00
user_151,A,2024-01-01 00:00:00
user_152,A,2024-01-01 00:00:00
user_152,B,2024-01-01 00:03:00
user_152,C,2024-01-01 00:04:00
user_152,D,2024-01-01 00:06:00
user_152,E,2024-01-01 00:07:00
user_153,A,2024-01-01 00:00:00
user_154,A,2024-01-01 00:00:00
user_154,B,2024-01-01 00:01:00
user_155,A,2024-01-01 00:00:00
user_155,B,2024-01-01 00:03:00
user_155,C,2024-01-01 00:05:00
user_155,D,2024-01-01 00:06:00
user_156,A,2024-01-01 00:00:00
user_156,B,2024-01-01 00:02:00
user_157,A,2024-01-01 00:00:00
user_157,B,2024-01-01 00:02:00
user_158,A,2024-01-01 00:00:00
user_158,B,2024-01-01 00:02:00
user_159,A,2024-01-01 00:00:00
user_159,B,2024-01-01 00:03:00
user_160,A,2024-01-01 00:00:00
user_161,A,2024-01-01 00:00:00
user_161,B,2024-01-01 00:01:00
user_161,C,2024-01-01 00:04:00
user_161,D,2024-01-01 00:07:00
user_161,E,2024-01-01 00:10:00
user_162,A,2024-01-01 00:00:00
user_162,B,2024-01-01 00:03:00
user_162,C,2024-01-01 00:05:00
user_162,D,2024-01-01 00:07:00
user_162,E,2024-01-01 00:09:00
user_162,F,2024-01-01 00:12:00
user_163,A,2024-01-01 00:00:00
user_163,B,2024-01-01 00:03:00
user_164,A,2024-01-01 00:00:00
user_164,B,2024-01-01 00:01:00
user_165,A,2024-01-01 00:00:00
user_165,B,2024-01-01 00:03:00
user_166,A,2024-01-01 00:00:00
user_166,B,2024-01-01 00:01:00
user_166,C,2024-01-01 00:02:00
user_166,D,2024-01-01 00:03:00
user_167,A,2024-01-01 00:00:00
user_167,B,2024-01-01 00:01:00
user_167,C,2024-01-01 00:04:00
user_167,D,2024-01-01 00:07:00
user_167,E,2024-01-01 00:10:00
user_167,F,2024-01-01 00:13:00
user_168,A,2024-01-01 00:00:00
user_168,B,2024-01-01 00:01:00
user_169,A,2024-01-01 00:00:00
user_169,B,2024-01-01 00:01:00
user_170,A,2024-01-01 00:00:00
user_170,B,2024-01-01 00:03:00
user_170,C,2024-01-01 00:04:00
user_170,D,2024-01-01 00:06:00
user_170,E,2024-01-01 00:07:00
user_170,F,2024-01-01 00:08:00
user_171,A,2024-01-01 00:00:00
user_171,B,2024-01-01 00:02:00
user_172,A,2024-01-01 00:00:00
user_172,B,2024-01-01 00:02:00
user_173,A,2024-01-01 00:00:00
user_173,B,2024-01-01 00:01:00
user_174,A,2024-01-01 00:00:00
user_174,B,2024-01-01 00:02:00
user_174,C,2024-01-01 00:03:00
user_174,D,2024-01-01 00:04:00
user_174,E,2024-01-01 00:07:00
user_174,F,2024-01-01 00:10:00
user_175,A,2024-01-01 00:00:00
user_175,B,2024-01-01 00:02:00
user_175,C,2024-01-01 00:05:00
user_175,D,2024-01-01 00:07:00
user_175,E,2024-01-01 00:09:00
user_175,F,2024-01-01 00:12:00
user_176,A,2024-01-01 00:00:00
user_176,B,2024-01-01 00:03:00
user_177,A,2024-01-01 00:00:00
user_177,B,2024-01-01 00:01:00
user_178,A,2024-01-01 00:00:00
user_178,B,2024-01-01 00:03:00
user_178,C,2024-01-01 00:04:00
user_178,D,2024-01-01 00:06:00
user_178,E,2024-01-01 00:07:00
user_178,F,2024-01-01 00:09:00
user_179,A,2024-01-01 00:00:00
user_179,B,2024-01-01 00:01:00
user_180,A,2024-01-01 00:00:00
user_180,B,2024-01-01 00:02:00
user_181,A,2024-01-01 00:00:00
user_181,B,2024-01-01 00:03:00
user_182,A,2024-01-01 00:00:00
user_182,B,2024-01-01 00:03:00
user_183,A,2024-01-01 00:00:00
user_183,B,2024-01-01 00:03:00
user_184,A,2024-01-01 00:00:00
user_184,B,2024-01-01 00:02:00
user_185,A,2024-01-01 00:00:00
user_185,B,2024-01-01 00:03:00
user_186,A,2024-01-01 00:00:00
user_186,B,2024-01-01 00:01:00
user_186,C,2024-01-01 00:02:00
user_186,D,2024-01-01 00:05:00
user_186,E,2024-01-01 00:07:00
user_186,F,2024-01-01 00:09:00
user_187,A,2024-01-01 00:00:00
user_188,A,2024-01-01 00:00:00
user_188,B,2024-01-01 00:01:00
user_188,C,2024-01-01 00:04:00
user_188,D,2024-01-01 00:05:00
user_189,A,2024-01-01 00:00:00
user_189,B,2024-01-01 00:02:00
user_190,A,2024-01-01 00:00:00
user_191,A,2024-01-01 00:00:00
user_191,B,2024-01-01 00:02:00
user_191,C,2024-01-01 00:04:00
user_191,D,2024-01-01 00:05:00
user_191,E,2024-01-01 00:08:00
user_191,F,2024-01-01 00:11:00
user_192,A,2024-01-01 00:00:00
user_193,A,2024-01-01 00:00:00
user_193,B,2024-01-01 00:02:00
user_194,A,2024-01-01 00:00:00
user_194,B,2024-01-01 00:01:00
user_195,A,2024-01-01 00:00:00
user_195,B,2024-01-01 00:01:00
user_196,A,2024-01-01 00:00:00
user_196,B,2024-01-01 00:01:00
user_197,A,2024-01-01 00:00:00
user_198,A,2024-01-01 00:00:00
user_198,B,2024-01-01 00:03:00
user_198,C,2024-01-01 00:05:00
user_198,D,2024-01-01 00:06:00
user_198,E,2024-01-01 00:08:00
user_198,F,2024-01-01 00:10:00
user_199,A,2024-01-01 00:00:00
user_199,B,2024-01-01 00:03:00
user_200,A,2024-01-01 00:00:00
user_200,B,2024-01-01 00:03:00
user_201,A,2024-01-01 00:00:00
user_201,B,2024-01-01 00:03:00
user_202,A,2024-01-01 00:00:00
user_203,A,2024-01-01 00:00:00
user_204,A,2024-01-01 00:00:00
user_205,A,2024-01-01 00:00:00
user_205,B,2024-01-01 00:03:00
user_206,A,2024-01-01 00:00:00
user_206,B,2024-01-01 00:03:00
user_207,A,2024-01-01 00:00:00
user_207,B,2024-01-01 00:01:00
user_207,C,2024-01-01 00:02:00
user_207,D,2024-01-01 00:04:00
user_208,A,2024-01-01 00:00:00
user_208,B,2024-01-01 00:03:00
user_209,A,2024-01-01 00:00:00
user_209,B,2024-01-01 00:01:00
user_210,A,2024-01-01 00:00:00
user_210,B,2024-01-01 00:03:00
user_211,A,2024-01-01 00:00:00
user_212,A,2024-01-01 00:00:00
user_212,B,2024-01-01 00:01:00
user_213,A,2024-01-01 00:00:00
user_213,B,2024-01-01 00:01:00
user_214,A,2024-01-01 00:00:00
user_214,B,2024-01-01 00:02:00
user_215,A,2024-01-01 00:00:00
user_216,A,2024-01-01 00:00:00
user_216,B,2024-01-01 00:03:00
user_217,A,2024-01-01 00:00:00
user_217,B,2024-01-01 00:03:00
user_218,A,2024-01-01 00:00:00
user_218,B,2024-01-01 00:03:00
user_219,A,2024-01-01 00:00:00
user_219,B,2024-01-01 00:02:00
user_220,A,2024-01-01 00:00:00
user_220,B,2024-01-01 00:02:00
user_221,A,2024-01-01 00:00:00
user_221,B,2024-01-01 00:03:00
user_222,A,2024-01-01 00:00:00
user_222,B,2024-01-01 00:02:00
user_223,A,2024-01-01 00:00:00
user_223,B,2024-01-01 00:02:00
user_224,A,2024-01-01 00:00:00
user_225,A,2024-01-01 00:00:00
user_225,B,2024-01-01 00:01:00
user_225,C,2024-01-01 00:04:00
user_225,D,2024-01-01 00:05:00
user_225,E,2024-01-01 00:06:00
user_226,A,2024-01-01 00:00:00
user_226,B,2024-01-01 00:03:00
user_227,A,2024-01-01 00:00:00
user_227,B,2024-01-01 00:03:00
user_228,A,2024-01-01 00:00:00
user_228,B,2024-01-01 00:02:00
user_229,A,2024-01-01 00:00:00
user_229,B,2024-01-01 00:03:00
user_230,A,2024-01-01 00:00:00
user_231,A,2024-01-01 00:00:00
user_231,B,2024-01-01 00:01:00
user_231,C,2024-01-01 00:03:00
user_231,D,2024-01-01 00:06:00
user_231,E,2024-01-01 00:09:00
user_232,A,2024-01-01 00:00:00
user_232,B,2024-01-01 00:01:00
user_233,A,2024-01-01 00:00:00
user_233,B,2024-01-01 00:02:00
user_234,A,2024-01-01 00:00:00
user_234,B,2024-01-01 00:01:00
user_235,A,2024-01-01 00:00:00
user_235,B,2024-01-01 00:01:00
user_236,A,2024-01-01 00:00:00
user_236,B,2024-01-01 00:02:00
user_236,C,2024-01-01 00:04:00
user_236,D,2024-01-01 00:06:00
user_237,A,2024-01-01 00:00:00
user_237,B,2024-01-01 00:02:00
user_238,A,2024-01-01 00:00:00
user_238,B,2024-01-01 00:01:00
user_239,A,2024-01-01 00:00:00
user_239,B,2024-01-01 00:02:00
user_240,A,2024-01-01 00:00:00
user_240,B,2024-01-01 00:01:00
user_240,C,2024-01-01 00:02:00
user_240,D,2024-01-01 00:04:00
user_240,E,2024-01-01 00:06:00
user_240,F,2024-01-01 00:09:00
user_241,A,2024-01-01 00:00:00
user_241,B,2024-01-01 00:03:00
user_241,C,2024-01-01 00:06:00
user_241,D,2024-01-01 00:07:00
user_241,E,2024-01-01 00:09:00
user_241,F,2024-01-01 00:10:00
user_242,A,2024-01-01 00:00:00
user_242,B,2024-01-01 00:03:00
user_242,C,2024-01-01 00:05:00
user_242,D,2024-01-01 00:06:00
user_242,E,2024-01-01 00:07:00
user_243,A,2024-01-01 00:00:00
user_243,B,2024-01-01 00:02:00
user_244,A,2024-01-01 00:00:00
user_244,B,2024-01-01 00:01:00
user_244,C,2024-01-01 00:02:00
user_244,D,2024-01-01 00:05:00
user_244,E,2024-01-01 00:08:00
user_244,F,2024-01-01 00:10:00
user_245,A,2024-01-01 00:00:00
user_245,B,2024-01-01 00:01:00
user_246,A,2024-01-01 00:00:00
user_247,A,2024-01-01 00:00:00
user_247,B,2024-01-01 00:01:00
user_248,A,2024-01-01 00:00:00
user_248,B,2024-01-01 00:02:00
user_249,A,2024-01-01 00:00:00
user_249,B,2024-01-01 00:02:00
user_250,A,2024-01-01 00:00:00
user_250,B,2024-01-01 00:01:00
user_251,A,2024-01-01 00:00:00
user_251,B,2024-01-01 00:03:00
user_252,A,2024-01-01 00:00:00
user_252,B,2024-01-01 00:02:00
user_253,A,2024-01-01 00:00:00
user_254,A,2024-01-01 00:00:00
user_255,A,2024-01-01 00:00:00
user_256,A,2024-01-01 00:00:00
user_257,A,2024-01-01 00:00:00
user_257,B,2024-01-01 00:01:00
user_257,C,2024-01-01 00:04:00
user_257,D,2024-01-01 00:05:00
user_257,E,2024-01-01 00:06:00
user_258,A,2024-01-01 00:00:00
user_258,B,2024-01-01 00:01:00
user_259,A,2024-01-01 00:00:00
user_259,B,2024-01-01 00:03:00
user_259,C,2024-01-01 00:05:00
user_259,D,2024-01-01 00:07:00
user_260,A,2024-01-01 00:00:00
user_260,B,2024-01-01 00:01:00
user_260,C,2024-01-01 00:03:00
user_260,D,2024-01-01 00:05:00
user_260,E,2024-01-01 00:08:00
user_261,A,2024-01-01 00:00:00
user_262,A,2024-01-01 00:00:00
user_262,B,2024-01-01 00:03:00
user_263,A,2024-01-01 00:00:00
user_263,B,2024-01-01 00:02:00
user_264,A,2024-01-01 00:00:00
user_264,B,2024-01-01 00:03:00
user_264,C,2024-01-01 00:05:00
user_264,D,2024-01-01 00:08:00
user_264,E,2024-01-01 00:09:00
user_264,F,2024-01-01 00:11:00
user_265,A,2024-01-01 00:00:00
user_265,B,2024-01-01 00:01:00
user_265,C,2024-01-01 00:03:00
user_265,D,2024-01-01 00:04:00
user_266,A,2024-01-01 00:00:00
user_266,B,2024-01-01 00:02:00
user_267,A,2024-01-01 00:00:00
user_267,B,2024-01-01 00:02:00
user_267,C,2024-01-01 00:04:00
user_267,D,2024-01-01 00:06:00
user_267,E,2024-01-01 00:09:00
user_267,F,2024-01-01 00:11:00
user_268,A,2024-01-01 00:00:00
user_269,A,2024-01-01 00:00:00
user_270,A,2024-01-01 00:00:00
user_270,B,2024-01-01 00:01:00
user_271,A,2024-01-01 00:00:00
user_271,B,2024-01-01 00:02:00
user_272,A,2024-01-01 00:00:00
user_272,B,2024-01-01 00:01:00
user_272,C,2024-01-01 00:02:00
user_272,D,2024-01-01 00:04:00
user_273,A,2024-01-01 00:00:00
user_273,B,2024-01-01 00:02:00
user_273,C,2024-01-01 00:05:00
user_274,A,2024-01-01 00:00:00
user_275,A,2024-01-01 00:00:00
user_275,B,2024-01-01 00:01:00
user_276,A,2024-01-01 00:00:00
user_276,B,2024-01-01 00:01:00
user_277,A,2024-01-01 00:00:00
user_277,B,2024-01-01 00:02:00
user_278,A,2024-01-01 00:00:00
user_278,B,2024-01-01 00:02:00
user_279,A,2024-01-01 00:00:00
user_279,B,2024-01-01 00:03:00
user_279,C,2024-01-01 00:04:00
user_279,D,2024-01-01 00:07:00
user_279,E,2024-01-01 00:08:00
user_280,A,2024-01-01 00:00:00
user_280,B,2024-01-01 00:02:00
user_281,A,2024-01-01 00:00:00
user_281,B,2024-01-01 00:02:00
user_281,C,2024-01-01 00:03:00
user_281,D,2024-01-01 00:06:00
user_281,E,2024-01-01 00:09:00
user_282,A,2024-01-01 00:00:00
user_283,A,2024-01-01 00:00:00
user_284,A,2024-01-01 00:00:00
user_284,B,2024-01-01 00:01:00
user_285,A,2024-01-01 00:00:00
user_285,B,2024-01-01 00:01:00
user_286,A,2024-01-01 00:00:00
user_286,B,2024-01-01 00:01:00
user_287,A,2024-01-01 00:00:00
user_287,B,2024-01-01 00:03:00
user_287,C,2024-01-01 00:05:00
user_287,D,2024-01-01 00:08:00
user_287,E,2024-01-01 00:10:00
user_287,F,2024-01-01 00:11:00
user_288,A,2024-01-01 00:00:00
user_288,B,2024-01-01 00:03:00
user_289,A,2024-01-01 00:00:00
user_289,B,2024-01-01 00:01:00
user_290,A,2024-01-01 00:00:00
