user_id,screen_name,log_time,group
user_37,D,2024-01-01 00:05:00,A
user_38,A,2024-01-01 00:00:00,A
user_38,B,2024-01-01 00:03:00,A
user_39,A,2024-01-01 00:00:00,A
user_40,A,2024-01-01 00:00:00,A
user_40,B,2024-01-01 00:03:00,A
user_40,C,2024-01-01 00:04:00,A
user_40,D,2024-01-01 00:07:00,A
user_41,A,2024-01-01 00:00:00,A
user_41,B,2024-01-01 00:01:00,A
user_41,C,2024-01-01 00:04:00,A
user_41,D,2024-01-01 00:06:00,A
user_41,E,2024-01-01 00:08:00,A
user_42,A,2024-01-01 00:00:00,A
user_42,B,2024-01-01 00:01:00,A
user_42,C,2024-01-01 00:03:00,A
user_42,D,2024-01-01 00:04:00,A
user_43,A,2024-01-01 00:00:00,A
user_43,B,2024-01-01 00:01:00,A
user_43,C,2024-01-01 00:04:00,A
user_43,D,2024-01-01 00:06:00,A
user_43,E,2024-01-01 00:09:00,A
user_44,A,2024-01-01 00:00:00,A
user_45,A,2024-01-01 00:00:00,A
user_45,B,2024-01-01 00:02:00,A
user_45,C,2024-01-01 00:04:00,A
user_46,A,2024-01-01 00:00:00,A
user_47,A,2024-01-01 00:00:00,A
user_47,B,2024-01-01 00:02:00,A
user_48,A,2024-01-01 00:00:00,A
user_48,B,2024-01-01 00:01:00,A
user_48,C,2024-01-01 00:02:00,A
user_48,D,2024-01-01 00:04:00,A
user_48,E,2024-01-01 00:07:00,A
user_49,A,2024-01-01 00:00:00,A
user_49,B,2024-01-01 00:03:00,A
user_49,C,2024-01-01 00:06:00,A
user_49,D,2024-01-01 00:08:00,A
user_50,A,2024-01-01 00:00:00,A
user_50,B,2024-01-01 00:02:00,A
user_51,A,2024-01-01 00:00:00,A
user_51,B,2024-01-01 00:01:00,A
user_51,C,2024-01-01 00:04:00,A
user_51,D,2024-01-01 00:05:00,A
user_51,E,2024-01-01 00:08:00,A
user_51,F,2024-01-01 00:09:00,A
user_52,A,2024-01-01 00:00:00,A
user_52,B,2024-01-01 00:02:00,A
user_53,A,2024-01-01 00:00:00,A
user_54,A,2024-01-01 00:00:00,A
user_54,B,2024-01-01 00:01:00,A
user_55,A,2024-01-01 00:00:00,A
user_55,B,2024-01-01 00:02:00,A
user_56,A,2024-01-01 00:00:00,A
user_57,A,2024-01-01 00:00:00,A
user_58,A,2024-01-01 00:00:00,A
user_58,B,2024-01-01 00:01:00,A
user_58,C,2024-01-01 00:02:00,A
user_58,D,2024-01-01 00:04:00,A
user_58,E,2024-01-01 00:07:00,A
user_59,A,2024-01-01 00:00:00,A
user_60,A,2024-01-01 00:00:00,A
user_60,B,2024-01-01 00:02:00,A
user_61,A,2024-01-01 00:00:00,A
user_62,A,2024-01-01 00:00:00,A
user_62,B,2024-01-01 00:03:00,A
user_62,C,2024-01-01 00:05:00,A
user_62,D,2024-01-01 00:06:00,A
user_62,E,2024-01-01 00:08:00,A
user_62,F,2024-01-01 00:09:00,A
user_63,A,2024-01-01 00:00:00,A
user_63,B,2024-01-01 00:02:00,A
user_64,A,2024-01-01 00:00:00,A
user_65,A,2024-01-01 00:00:00,A
user_66,A,2024-01-01 00:00:00,A
user_66,B,2024-01-01 00:01:00,A
user_67,A,2024-01-01 00:00:00,A
user_67,B,2024-01-01 00:02:00,A
user_68,A,2024-01-01 00:00:00,A
user_69,A,2024-01-01 00:00:00,A
user_69,B,2024-01-01 00:02:00,A
user_69,C,2024-01-01 00:05:00,A
user_69,D,2024-01-01 00:08:00,A
user_69,E,2024-01-01 00:11:00,A
user_70,A,2024-01-01 00:00:00,A
user_71,A,2024-01-01 00:00:00,A
user_72,A,2024-01-01 00:00:00,A
user_72,B,2024-01-01 00:02:00,A
user_73,A,2024-01-01 00:00:00,A
user_73,B,2024-01-01 00:01:00,A
user_74,A,2024-01-01 00:00:00,A
user_75,A,2024-01-01 00:00:00,A
user_75,B,2024-01-01 00:01:00,A
user_75,C,2024-01-01 00:03:00,A
user_75,D,2024-01-01 00:05:00,A
user_75,E,2024-01-01 00:08:00,A
user_75,F,2024-01-01 00:09:00,A
user_76,A,2024-01-01 00:00:00,A
user_77,A,2024-01-01 00:00:00,A
user_77,B,2024-01-01 00:03:00,A
user_78,A,2024-01-01 00:00:00,A
user_78,B,2024-01-01 00:02:00,A
user_78,C,2024-01-01 00:03:00,A
user_78,D,2024-01-01 00:05:00,A
user_79,A,2024-01-01 00:00:00,A
user_79,B,2024-01-01 00:01:00,A
user_79,C,2024-01-01 00:03:00,A
user_79,D,2024-01-01 00:05:00,A
user_79,E,2024-01-01 00:07:00,A
user_80,A,2024-01-01 00:00:00,A
user_80,B,2024-01-01 00:01:00,A
user_81,A,2024-01-01 00:00:00,A
user_81,B,2024-01-01 00:03:00,A
user_81,C,2024-01-01 00:04:00,A
user_81,D,2024-01-01 00:06:00,A
user_81,E,2024-01-01 00:07:00,A
user_81,F,2024-01-01 00:08:00,A
user_82,A,2024-01-01 00:00:00,A
user_82,B,2024-01-01 00:01:00,A
user_82,C,2024-01-01 00:03:00,A
user_82,D,2024-01-01 00:04:00,A
user_82,E,2024-01-01 00:06:00,A
user_83,A,2024-01-01 00:00:00,A
user_84,A,2024-01-01 00:00:00,A
user_84,B,2024-01-01 00:02:00,A
user_84,C,2024-01-01 00:05:00,A
user_84,D,2024-01-01 00:07:00,A
user_84,E,2024-01-01 00:09:00,A
user_84,F,2024-01-01 00:11:00,A
user_85,A,2024-01-01 00:00:00,A
user_85,B,2024-01-01 00:02:00,A
user_85,C,2024-01-01 00:03:00,A
user_85,D,2024-01-01 00:06:00,A
user_86,A,2024-01-01 00:00:00,A
user_87,A,2024-01-01 00:00:00,A
user_87,B,2024-01-01 00:02:00,A
user_88,A,2024-01-01 00:00:00,A
user_88,B,2024-01-01 00:01:00,A
user_89,A,2024-01-01 00:00:00,A
user_90,A,2024-01-01 00:00:00,A
user_90,B,2024-01-01 00:01:00,A
user_91,A,2024-01-01 00:00:00,A
user_91,B,2024-01-01 00:01:00,A
user_91,C,2024-01-01 00:04:00,A
user_91,D,2024-01-01 00:05:00,A
user_91,E,2024-01-01 00:08:00,A
user_91,F,2024-01-01 00:10:00,A
user_92,A,2024-01-01 00:00:00,A
user_92,B,2024-01-01 00:02:00,A
user_93,A,2024-01-01 00:00:00,A
user_93,B,2024-01-01 00:03:00,A
user_93,C,2024-01-01 00:05:00,A
user_93,D,2024-01-01 00:06:00,A
user_94,A,2024-01-01 00:00:00,A
user_94,B,2024-01-01 00:01:00,A
user_95,A,2024-01-01 00:00:00,A
user_95,B,2024-01-01 00:02:00,A
user_95,C,2024-01-01 00:05:00,A
user_96,A,2024-01-01 00:00:00,A
user_96,B,2024-01-01 00:02:00,A
user_96,C,2024-01-01 00:05:00,A
user_97,A,2024-01-01 00:00:00,A
user_98,A,2024-01-01 00:00:00,A
user_98,B,2024-01-01 00:01:00,A
user_99,A,2024-01-01 00:00:00,A
user_99,B,2024-01-01 00:02:00,A
user_100,A,2024-01-01 00:00:00,A
user_100,B,2024-01-01 00:01:00,A
user_100,C,2024-01-01 00:04:00,A
user_100,D,2024-01-01 00:05:00,A
user_101,A,2024-01-01 00:00:00,A
user_101,B,2024-01-01 00:03:00,A
user_102,A,2024-01-01 00:00:00,A
user_102,B,2024-01-01 00:03:00,A
user_102,C,2024-01-01 00:04:00,A
user_102,D,2024-01-01 00:05:00,A
user_102,E,2024-01-01 00:06:00,A
user_103,A,2024-01-01 00:00:00,A
user_104,A,2024-01-01 00:00:00,A
user_105,A,2024-01-01 00:00:00,A
user_105,B,2024-01-01 00:02:00,A
user_106,A,2024-01-01 00:00:00,A
user_107,A,2024-01-01 00:00:00,A
user_107,B,2024-01-01 00:03:00,A
user_108,A,2024-01-01 00:00:00,A
user_108,B,2024-01-01 00:02:00,A
user_109,A,2024-01-01 00:00:00,A
user_109,B,2024-01-01 00:02:00,A
user_110,A,2024-01-01 00:00:00,A
user_110,B,2024-01-01 00:03:00,A
user_110,C,2024-01-01 00:05:00,A
user_110,D,2024-01-01 00:08:00,A
user_110,E,2024-01-01 00:09:00,A
user_110,F,2024-01-01 00:11:00,A
user_111,A,2024-01-01 00:00:00,A
user_112,A,2024-01-01 00:00:00,A
user_112,B,2024-01-01 00:01:00,A
user_113,A,2024-01-01 00:00:00,A
user_113,B,2024-01-01 00:03:00,A
user_114,A,2024-01-01 00:00:00,A
user_114,B,2024-01-01 00:02:00,A
user_115,A,2024-01-01 00:00:00,A
user_115,B,2024-01-01 00:02:00,A
user_116,A,2024-01-01 00:00:00,A
user_116,B,2024-01-01 00:03:00,A
user_116,C,2024-01-01 00:06:00,A
user_116,D,2024-01-01 00:08:00,A
user_116,E,2024-01-01 00:10:00,A
user_117,A,2024-01-01 00:00:00,A
user_118,A,2024-01-01 00:00:00,A
user_119,A,2024-01-01 00:00:00,A
user_119,B,2024-01-01 00:03:00,A
user_120,A,2024-01-01 00:00:00,A
user_121,A,2024-01-01 00:00:00,A
user_121,B,2024-01-01 00:01:00,A
user_121,C,2024-01-01 00:02:00,A
user_121,D,2024-01-01 00:04:00,A
user_122,A,2024-01-01 00:00:00,A
user_123,A,2024-01-01 00:00:00,A
user_123,B,2024-01-01 00:03:00,A
user_124,A,2024-01-01 00:00:00,A
user_124,B,2024-01-01 00:03:00,A
user_125,A,2024-01-01 00:00:00,A
user_125,B,2024-01-01 00:03:00,A
user_126,A,2024-01-01 00:00:00,A
user_126,B,2024-01-01 00:01:00,A
user_126,C,2024-01-01 00:04:00,A
user_126,D,2024-01-01 00:05:00,A
user_126,E,2024-01-01 00:08:00,A
user_127,A,2024-01-01 00:00:00,A
user_127,B,2024-01-01 00:02:00,A
user_128,A,2024-01-01 00:00:00,A
user_129,A,2024-01-01 00:00:00,A
user_129,B,2024-01-01 00:01:00,A
user_129,C,2024-01-01 00:03:00,A
user_129,D,2024-01-01 00:05:00,A
user_129,E,2024-01-01 00:06:00,A
user_130,A,2024-01-01 00:00:00,A
user_131,A,2024-01-01 00:00:00,A
user_131,B,2024-01-01 00:01:00,A
user_131,C,2024-01-01 00:02:00,A
user_131,D,2024-01-01 00:03:00,A
user_131,E,2024-01-01 00:06:00,A
user_132,A,2024-01-01 00:00:00,A
user_133,A,2024-01-01 00:00:00,A
user_133,B,2024-01-01 00:03:00,A
user_134,A,2024-01-01 00:00:00,A
user_134,B,2024-01-01 00:02:00,A
user_135,A,2024-01-01 00:00:00,A
user_135,B,2024-01-01 00:03:00,A
user_135,C,2024-01-01 00:05:00,A
user_135,D,2024-01-01 00:08:00,A
user_135,E,2024-01-01 00:09:00,A
user_136,A,2024-01-01 00:00:00,A
user_136,B,2024-01-01 00:03:00,A
user_137,A,2024-01-01 00:00:00,A
user_138,A,2024-01-01 00:00:00,A
user_138,B,2024-01-01 00:03:00,A
user_138,C,2024-01-01 00:04:00,A
user_138,D,2024-01-01 00:06:00,A
user_138,E,2024-01-01 00:07:00,A
user_139,A,2024-01-01 00:00:00,A
user_140,A,2024-01-01 00:00:00,A
user_140,B,2024-01-01 00:01:00,A
user_141,A,2024-01-01 00:00:00,A
user_141,B,2024-01-01 00:03:00,A
user_141,C,2024-01-01 00:05:00,A
user_141,D,2024-01-01 00:06:00,A
user_142,A,2024-01-01 00:00:00,A
user_142,B,2024-01-01 00:02:00,A
user_143,A,2024-01-01 00:00:00,A
user_143,B,2024-01-01 00:02:00,A
user_143,C,2024-01-01 00:05:00,A
user_143,D,2024-01-01 00:07:00,A
user_143,E,2024-01-01 00:10:00,A
user_143,F,2024-01-01 00:11:00,A
user_144,A,2024-01-01 00:00:00,A
user_144,B,2024-01-01 00:01:00,A
user_144,C,2024-01-01 00:04:00,A
user_144,D,2024-01-01 00:07:00,A
user_144,E,2024-01-01 00:10:00,A
user_145,A,2024-01-01 00:00:00,A
user_145,B,2024-01-01 00:03:00,A
user_145,C,2024-01-01 00:05:00,A
user_145,D,2024-01-01 00:07:00,A
user_145,E,2024-01-01 00:09:00,A
user_145,F,2024-01-01 00:12:00,A
user_146,A,2024-01-01 00:00:00,A
user_146,B,2024-01-01 00:03:00,A
user_147,A,2024-01-01 00:00:00,A
user_147,B,2024-01-01 00:01:00,A
user_148,A,2024-01-01 00:00:00,A
user_148,B,2024-01-01 00:03:00,A
user_149,A,2024-01-01 00:00:00,A
user_149,B,2024-01-01 00:01:00,A
user_149,C,2024-01-01 00:02:00,A
user_149,D,2024-01-01 00:03:00,A
user_150,A,2024-01-01 00:00:00,A
user_150,B,2024-01-01 00:01:00,A
user_150,C,2024-01-01 00:04:00,A
user_150,D,2024-01-01 00:07:00,A
user_150,E,2024-01-01 00:10:00,A
user_150,F,2024-01-01 00:13:00,A
user_151,A,2024-01-01 00:00:00,A
user_151,B,2024-01-01 00:01:00,A
user_152,A,2024-01-01 00:00:00,A
user_152,B,2024-01-01 00:01:00,A
user_153,A,2024-01-01 00:00:00,A
user_153,B,2024-01-01 00:03:00,A
user_153,C,2024-01-01 00:04:00,A
user_153,D,2024-01-01 00:06:00,A
user_153,E,2024-01-01 00:07:00,A
user_153,F,2024-01-01 00:08:00,A
user_154,A,2024-01-01 00:00:00,A
user_154,B,2024-01-01 00:02:00,A
user_155,A,2024-01-01 00:00:00,A
user_155,B,2024-01-01 00:02:00,A
user_156,A,2024-01-01 00:00:00,A
user_156,B,2024-01-01 00:01:00,A
user_156,C,2024-01-01 00:03:00,A
user_156,D,2024-01-01 00:05:00,A
user_156,E,2024-01-01 00:06:00,A
user_156,F,2024-01-01 00:07:00,A
user_157,A,2024-01-01 00:00:00,A
user_157,B,2024-01-01 00:03:00,A
user_157,C,2024-01-01 00:06:00,A
user_157,D,2024-01-01 00:08:00,A
user_157,E,2024-01-01 00:11:00,A
user_157,F,2024-01-01 00:13:00,A
user_158,A,2024-01-01 00:00:00,A
user_158,B,2024-01-01 00:02:00,A
user_158,C,2024-01-01 00:05:00,A
user_158,D,2024-01-01 00:08:00,A
user_159,A,2024-01-01 00:00:00,A
user_159,B,2024-01-01 00:01:00,A
user_160,A,2024-01-01 00:00:00,A
user_160,B,2024-01-01 00:03:00,A
user_160,C,2024-01-01 00:04:00,A
user_160,D,2024-01-01 00:06:00,A
user_160,E,2024-01-01 00:07:00,A
user_160,F,2024-01-01 00:09:00,A
user_161,A,2024-01-01 00:00:00,A
user_161,B,2024-01-01 00:01:00,A
user_162,A,2024-01-01 00:00:00,A
user_162,B,2024-01-01 00:02:00,A
user_163,A,2024-01-01 00:00:00,A
user_163,B,2024-01-01 00:03:00,A
user_164,A,2024-01-01 00:00:00,A
user_164,B,2024-01-01 00:03:00,A
user_165,A,2024-01-01 00:00:00,A
user_165,B,2024-01-01 00:03:00,A
user_165,C,2024-01-01 00:04:00,A
user_165,D,2024-01-01 00:06:00,A
user_165,E,2024-01-01 00:09:00,A
user_165,F,2024-01-01 00:10:00,A
user_166,A,2024-01-01 00:00:00,A
user_166,B,2024-01-01 00:01:00,A
user_166,C,2024-01-01 00:03:00,A
user_166,D,2024-01-01 00:05:00,A
user_166,E,2024-01-01 00:07:00,A
user_166,F,2024-01-01 00:09:00,A
user_167,A,2024-01-01 00:00:00,A
user_168,A,2024-01-01 00:00:00,A
user_168,B,2024-01-01 00:01:00,A
user_168,C,2024-01-01 00:04:00,A
user_168,D,2024-01-01 00:05:00,A
user_169,A,2024-01-01 00:00:00,A
user_169,B,2024-01-01 00:02:00,A
user_170,A,2024-01-01 00:00:00,A
user_171,A,2024-01-01 00:00:00,A
user_171,B,2024-01-01 00:02:00,A
user_171,C,2024-01-01 00:04:00,A
user_171,D,2024-01-01 00:05:00,A
user_171,E,2024-01-01 00:08:00,A
user_171,F,2024-01-01 00:11:00,A
user_172,A,2024-01-01 00:00:00,A
user_173,A,2024-01-01 00:00:00,A
user_173,B,2024-01-01 00:02:00,A
user_173,C,2024-01-01 00:05:00,A
user_173,D,2024-01-01 00:06:00,A
user_173,E,2024-01-01 00:07:00,A
user_173,F,2024-01-01 00:09:00,A
user_174,A,2024-01-01 00:00:00,A
user_174,B,2024-01-01 00:03:00,A
user_175,A,2024-01-01 00:00:00,A
user_175,B,2024-01-01 00:03:00,A
user_175,C,2024-01-01 00:05:00,A
user_175,D,2024-01-01 00:06:00,A
user_175,E,2024-01-01 00:08:00,A
user_175,F,2024-01-01 00:10:00,A
user_176,A,2024-01-01 00:00:00,A
user_176,B,2024-01-01 00:03:00,A
user_177,A,2024-01-01 00:00:00,A
user_178,A,2024-01-01 00:00:00,A
user_178,B,2024-01-01 00:02:00,A
user_178,C,2024-01-01 00:04:00,A
user_178,D,2024-01-01 00:05:00,A
user_179,A,2024-01-01 00:00:00,A
user_180,A,2024-01-01 00:00:00,A
user_180,B,2024-01-01 00:03:00,A
user_181,A,2024-01-01 00:00:00,A
user_181,B,2024-01-01 00:03:00,A
user_182,A,2024-01-01 00:00:00,A
user_182,B,2024-01-01 00:01:00,A
user_182,C,2024-01-01 00:02:00,A
user_182,D,2024-01-01 00:04:00,A
user_183,A,2024-01-01 00:00:00,A
user_183,B,2024-01-01 00:03:00,A
user_184,A,2024-01-01 00:00:00,A
user_184,B,2024-01-01 00:01:00,A
user_185,A,2024-01-01 00:00:00,A
user_185,B,2024-01-01 00:03:00,A
user_186,A,2024-01-01 00:00:00,A
user_187,A,2024-01-01 00:00:00,A
user_187,B,2024-01-01 00:01:00,A
user_188,A,2024-01-01 00:00:00,A
user_188,B,2024-01-01 00:01:00,A
user_188,C,2024-01-01 00:04:00,A
user_188,D,2024-01-01 00:06:00,A
user_188,E,2024-01-01 00:09:00,A
user_188,F,2024-01-01 00:11:00,A
user_189,A,2024-01-01 00:00:00,A
user_190,A,2024-01-01 00:00:00,A
user_190,B,2024-01-01 00:02:00,A
user_190,C,2024-01-01 00:05:00,A
user_190,D,2024-01-01 00:06:00,A
user_190,E,2024-01-01 00:09:00,A
user_190,F,2024-01-01 00:10:00,A
user_191,A,2024-01-01 00:00:00,A
user_191,B,2024-01-01 00:01:00,A
user_192,A,2024-01-01 00:00:00,A
user_193,A,2024-01-01 00:00:00,A
user_193,B,2024-01-01 00:02:00,A
user_194,A,2024-01-01 00:00:00,A
user_194,B,2024-01-01 00:02:00,A
user_194,C,2024-01-01 00:04:00,A
user_194,D,2024-01-01 00:07:00,A
user_195,A,2024-01-01 00:00:00,A
user_195,B,2024-01-01 00:03:00,A
user_196,A,2024-01-01 00:00:00,A
user_196,B,2024-01-01 00:03:00,A
user_196,C,2024-01-01 00:04:00,A
user_196,D,2024-01-01 00:07:00,A
user_196,E,2024-01-01 00:09:00,A
user_196,F,2024-01-01 00:10:00,A
user_197,A,2024-01-01 00:00:00,A
user_198,A,2024-01-01 00:00:00,A
user_199,A,2024-01-01 00:00:00,A
user_199,B,2024-01-01 00:02:00,A
user_199,C,2024-01-01 00:05:00,A
user_199,D,2024-01-01 00:08:00,A
user_199,E,2024-01-01 00:09:00,A
user_199,F,2024-01-01 00:11:00,A
user_200,A,2024-01-01 00:00:00,A
user_200,B,2024-01-01 00:03:00,A
user_201,A,2024-01-01 00:00:00,A
user_201,B,2024-01-01 00:01:00,A
user_202,A,2024-01-01 00:00:00,A
user_202,B,2024-01-01 00:02:00,A
user_203,A,2024-01-01 00:00:00,A
user_203,B,2024-01-01 00:01:00,A
user_203,C,2024-01-01 00:02:00,A
user_203,D,2024-01-01 00:03:00,A
user_204,A,2024-01-01 00:00:00,A
user_204,B,2024-01-01 00:02:00,A
user_204,C,2024-01-01 00:04:00,A
user_204,D,2024-01-01 00:06:00,A
user_205,A,2024-01-01 00:00:00,A
user_205,B,2024-01-01 00:02:00,A
user_206,A,2024-01-01 00:00:00,A
user_206,B,2024-01-01 00:01:00,A
user_206,C,2024-01-01 00:02:00,A
user_206,D,2024-01-01 00:03:00,A
user_206,E,2024-01-01 00:04:00,A
user_206,F,2024-01-01 00:05:00,A
user_207,A,2024-01-01 00:00:00,A
user_208,A,2024-01-01 00:00:00,A
user_209,A,2024-01-01 00:00:00,A
user_209,B,2024-01-01 00:03:00,A
user_210,A,2024-01-01 00:00:00,A
user_210,B,2024-01-01 00:03:00,A
user_210,C,2024-01-01 00:06:00,A
user_210,D,2024-01-01 00:07:00,A
user_210,E,2024-01-01 00:09:00,A
user_210,F,2024-01-01 00:10:00,A
user_211,A,2024-01-01 00:00:00,A
user_211,B,2024-01-01 00:03:00,A
user_211,C,2024-01-01 00:05:00,A
user_211,D,2024-01-01 00:06:00,A
user_211,E,2024-01-01 00:07:00,A
user_212,A,2024-01-01 00:00:00,A
user_212,B,2024-01-01 00:02:00,A
user_213,A,2024-01-01 00:00:00,A
user_213,B,2024-01-01 00:01:00,A
user_213,C,2024-01-01 00:02:00,A
user_213,D,2024-01-01 00:05:00,A
user_213,E,2024-01-01 00:08:00,A
user_213,F,2024-01-01 00:10:00,A
user_214,A,2024-01-01 00:00:00,A
user_214,B,2024-01-01 00:01:00,A
user_214,C,2024-01-01 00:04:00,A
user_214,D,2024-01-01 00:06:00,A
user_214,E,2024-01-01 00:08:00,A
user_214,F,2024-01-01 00:09:00,A
user_215,A,2024-01-01 00:00:00,A
user_215,B,2024-01-01 00:02:00,A
user_216,A,2024-01-01 00:00:00,A
user_216,B,2024-01-01 00:01:00,A
user_216,C,2024-01-01 00:04:00,A
user_216,D,2024-01-01 00:06:00,A
user_217,A,2024-01-01 00:00:00,A
user_217,B,2024-01-01 00:01:00,A
user_217,C,2024-01-01 00:03:00,A
user_217,D,2024-01-01 00:04:00,A
user_217,E,2024-01-01 00:07:00,A
user_217,F,2024-01-01 00:10:00,A
user_218,A,2024-01-01 00:00:00,A
user_218,B,2024-01-01 00:02:00,A
user_218,C,2024-01-01 00:03:00,A
user_218,D,2024-01-01 00:04:00,A
user_218,E,2024-01-01 00:06:00,A
user_219,A,2024-01-01 00:00:00,A
user_220,A,2024-01-01 00:00:00,A
user_220,B,2024-01-01 00:02:00,A
user_221,A,2024-01-01 00:00:00,A
user_221,B,2024-01-01 00:01:00,A
user_221,C,2024-01-01 00:03:00,A
user_221,D,2024-01-01 00:05:00,A
user_221,E,2024-01-01 00:08:00,A
user_222,A,2024-01-01 00:00:00,A
user_223,A,2024-01-01 00:00:00,A
user_223,B,2024-01-01 00:03:00,A
user_224,A,2024-01-01 00:00:00,A
user_224,B,2024-01-01 00:02:00,A
user_225,A,2024-01-01 00:00:00,A
user_225,B,2024-01-01 00:03:00,A
user_225,C,2024-01-01 00:05:00,A
user_225,D,2024-01-01 00:08:00,A
user_225,E,2024-01-01 00:09:00,A
user_225,F,2024-01-01 00:11:00,A
user_226,A,2024-01-01 00:00:00,A
user_226,B,2024-01-01 00:01:00,A
user_226,C,2024-01-01 00:03:00,A
user_226,D,2024-01-01 00:04:00,A
user_227,A,2024-01-01 00:00:00,A
user_227,B,2024-01-01 00:02:00,A
